code,name,spec,trademark,addr,units,factory_name,trade_price,retail_price,updateAt,wholeunit,wholenum,img,src
6938992100054,胡辣汤牛肉粉,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6938992100078,胡辣汤,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6938992100115,胡辣汤牛肉粉,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6938998581314,万宝转扇,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939016213238,粉底,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939019213375,活泉爽肤,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939019213511,金水混合,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939019217939,美体乳,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939022712315,猪蹄,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939022712322,香辣鸡腿,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939039390018,枕巾,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049816379,旺旺,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049816386,吸戏冻,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049816607,旺仔吸吸冻,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049816621,旺仔吸吸冻,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049883197,400G纤饮,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049883203,400G密茶,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049883210,400G旺旺,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049884323,旺旺果粒多,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049884422,旺旺蜜桃,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049884439,258G旺旺,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
6939049884446,258G旺,,,,,,0.0000,0.0000,2017-07-10 13:48:22,None,None,None,None
